Title,Price,Property Type,Bedrooms,Bathrooms,Area,Location
"Villa for sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Riyadh- Al Malaz District- Jarir District- Salah al-Din Road Exit 15,"5,300,000",Villa,11,8,625 Sq. M.,"Jarir, Central Riyadh, Riyadh"
"Luxury Floors for Sale in Al Munsiyah, East Riyadh","940,000",Floor,3,3,"9,100 Sq. M.","Al Munsiyah, East Riyadh, Riyadh"
"Al Nahda neighborhood, Riyadh city","1,140,000",Floor,4,4,393 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
"Villa for sale in Al Rimal, east Riyadh","1,200,000",Villa,3,3,260 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Rest House For Sale in Al Bayan, Riyadh","3,400",Rest House,1,1,525 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Munsiyah 3 bedrooms 868000 SAR - 87610526,"868,000",Apartment,3,6,132 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Villa in East Riyadh，Al Salam 8 bedrooms 2000000 SAR - 87625025,"2,000,000",Villa,8,4,350 Sq. M.,"Al Salam, East Riyadh, Riyadh"
"Villa for Sale in Al Fayha, East Riyadh","3,000,000",Villa,8,4,405 Sq. M.,"Al Fayha, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Munsiyah 3 bedrooms 868000 SAR - 87610597,"868,000",Apartment,3,3,132 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Villa for Sale   Ali Bin Ahmed Al-Omari Street, Al-Ard Neighborhood, Riyadh City","2,300,000",Villa,5,5,158 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Villas for sale in Naseem neighborhood, Riyadh","2,450,000",Villa,7,6,437 Sq. M.,"Al Nasim Al Gharbi, East Riyadh, Riyadh"
"Building for sale in Namar, west of Riyadh","5,500,000",Residential Building,11,7,874 Sq. M.,"Namar, West Riyadh, Riyadh"
"Penthouse with Three Bedrooms for Sale in Al-Rimal District, Riyadh","1,200,000",Villa,3,3,157 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Dur - Riyadh - Al Ramal neighborhood,"1,100,000",Floor,5,4,148 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"2 Bedroom Apartment For Sale in Al Uraiz, Riyadh","1,050,000",Apartment,2,2,61 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"3 Rooms Floor For Sale in Al-Arid, Riyadh","1,225,000",Floor,3,3,145 Sq. M.,"Al Arid, North Riyadh, Riyadh"
Villa in East Riyadh，Al Yarmuk 6 bedrooms 2600000 SAR - 87624940,"2,600,000",Villa,6,7,411 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
Durr - Riyadh - Al Munsiyah,"1,400,000",Floor,4,3,141 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Townhouse Apartment - Riyadh - Al Munsiyah,"1,550,000",Apartment,5,5,183 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Dur - Riyadh - Al-Munsiyah,"1,400,000",Floor,4,3,117 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Townhouse - Riyadh - Al Munsiyah,"1,550,000",Apartment,5,5,203 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Munsiyah,"1,550,000",Apartment,5,5,203 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Circle - Riyadh - Al Munsiyah,"1,400,000",Floor,4,3,141 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Al Roud - Riyadh - Al Munsiyah,"1,450,000",Floor,4,3,131 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Munisiyah,"1,400,000",Floor,4,3,141 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Munsiyah,"1,550,000",Apartment,5,5,183 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Munsiyah,"1,400,000",Floor,4,3,117 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Durr - Riyadh - Al Munsiyah,"1,450,000",Floor,4,3,131 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Townhouse Apartment - Riyadh - Al Munsiyah,"1,550,000",Apartment,5,6,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Townhouse Apartment - Riyadh - Al Munsiyah,"1,550,000",Apartment,5,6,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Ring - Riyadh - Al Ramal,"830,000",Floor,4,3,134 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Rimal 5 bedrooms 1400000 SAR - 87625060,"1,400,000",Apartment,5,4,167 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Munsiyah neighborhood,"1,350,000",Apartment,4,4,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Munsiyah neighborhood,"1,350,000",Apartment,4,4,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Ramal,"1,300,000",Apartment,6,3,222 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse Apartment - Riyadh - Al Ramal,"1,300,000",Apartment,6,3,222 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Dawar - Riyadh - Al Suwaidi Al Gharbi (Shubra),"800,000",Floor,4,3,500 Sq. M.,"Al Suwaidi Al Gharabi, West Riyadh, Riyadh"
Dawar - Riyadh - Al-Suwaidi Al-Gharbi (Shubra),"800,000",Floor,4,3,500 Sq. M.,"Al Suwaidi Al Gharabi, West Riyadh, Riyadh"
Villa Duplex - Riyadh - Al Ramal,"2,100,000",Villa,9,6,328 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa - Riyadh - Al Bayan,"2,750,000",Villa,13,9,369 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
Apartment - Riyadh - Al-Qadisiyah neighborhood,"740,000",Apartment,2,1,50 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Apartment - Riyadh - Al Qadisiyah neighborhood,"740,000",Apartment,2,1,50 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Durr - Riyadh - Yarmouk neighborhood,"920,000",Floor,4,3,177 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
Circuit - Riyadh - Al Ramal,"900,000",Floor,3,2,154 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Circle - Riyadh - Al Ramal,"900,000",Floor,3,2,154 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Ramal,"1,630,000",Apartment,4,5,198 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Durr - Riyadh - Yarmouk neighborhood,"920,000",Floor,4,3,177 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Ramal,"1,630,000",Apartment,4,5,198 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Villa for sale in Al Qadisiyah, East Riyadh","3,700,000",Villa,11,8,576 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","1,750,000",Villa,11,8,433 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"2 Bedroom Apartment For Sale in Tuwaiq, Riyadh","749,000",Apartment,2,2,189 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Villa For Sale in Al Bayan Al Riyadh,"1,900,000",Villa,5,4,103 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Floor For Sale in Al Aziziyah, South Riyadh","699,997",Floor,5,3,188 Sq. M.,"Al Aziziyah, South Riyadh, Riyadh"
"Apartments for sale in Al Mughrizat, north Riyadh","1,830,000",Apartment,3,4,750 Sq. M.,"Al Mughrizat, North Riyadh, Riyadh"
أرض للبيع في ظهرة لبن ، الرياض,"1,260,000",Land,N/A,N/A,360 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
"Villa for sale in Ar Rabi, Riyadh","2,379,000",Villa,4,3,"3,300 Sq. M.","Al Rabwah, Central Riyadh, Riyadh"
"Land for sale in Al Janaderiyah neighborhood, Riyadh city, Riyadh region","1,488,000",Land,N/A,N/A,480 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floors for Sale in Qurtuba Neighborhood, Riyadh","1,800,000",Floor,3,3,172 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
Jasmine Reconstruction Project in Jasmine District,"4,100,000",Villa,5,5,360 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
Yasmin Reconstruction Project in Yasmin neighborhood,"4,400,000",Villa,5,5,364 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
Project Asil -1 in Al-Narges neighborhood,"2,635,000",Floor,3,4,182 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Asil Project -1 in Narjes neighborhood,"2,315,000",Floor,3,3,177 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Project Aseel -1 in Al-Nargis District,"1,995,000",Floor,3,3,117 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Villa for sale in  Al Malqa, North Riyadh","5,900,000",Villa,4,4,360 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
"Land for sale in Al Uriadh, south of Riyadh","1,350,000",Residential Land,N/A,N/A,900 Sq. M.,"Uraidh, South Riyadh, Riyadh"
"Land For Sale in Al Zaher, Riyadh","1,170,000",Residential Land,N/A,N/A,900 Sq. M.,"Az Zahir, Riyadh"
"Land For Sale - Tariq Bin Ziyad, Badr, Riyadh","480,879",Residential Land,N/A,N/A,282 Sq. M.,"Badr, South Riyadh, Riyadh"
Luxurious villa (used) for sale,"4,000,000",Villa,8,8,600 Sq. M.,"Al Fayha, East Riyadh, Riyadh"
Property for Sale,"645,430",Land,N/A,N/A,169 Sq. M.,"Ghubairah, Central Riyadh, Riyadh"
Villa in East Riyadh，Qurtubah 4 bedrooms 4700000 SAR - 87624609,"4,700,000",Villa,4,8,523 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
"Residential land for sale in Al Narjis, north of Riyadh","3,150,000",Residential Land,N/A,N/A,450 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Al-Janadriyah,"4,500,000",Villa,11,11,800 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Furnished apartment for sale in Al Rabi, North Riyadh","1,600,000",Apartment,3,3,144 Sq. M.,"Al Rabi, North Riyadh, Riyadh"
"Villa for sale in Ghosun District, Riyadh","780,000",Floor,3,4,173 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Land for sale in Al Masif, North Riyadh","4,001,400",Residential Land,N/A,N/A,513 Sq. M.,"Al Masif, North Riyadh, Riyadh"
"Villa for sale in Al Salhiyah, Central Riyadh","1,000,000",Villa,9,4,389 Sq. M.,"Al Salhiyah, Central Riyadh, Riyadh"
"Floor for Sale in Badr, South Riyadh","520,000",Floor,3,3,203 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for Sale in Okaz, South Riyadh","720,000",Apartment,4,4,256 Sq. M.,"Okaz, South Riyadh, Riyadh"
"Apartment for Sale in Badr, South Riyadh","520,000",Apartment,3,4,900 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for Sale in Badr, South Riyadh","520,000",Apartment,4,3,900 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Badr, South Riyadh","450,000",Apartment,3,3,173 Sq. M.,"Badr, South Riyadh, Riyadh"
Floor in East Riyadh，Al Qadisiyah 6 bedrooms 1100000 SAR - 87624567,"1,100,000",Floor,6,4,249 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Qadisiyah 5 bedrooms 900000 SAR - 87624566,"900,000",Floor,5,4,164 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Qadisiyah 6 bedrooms 1380000 SAR - 87624565,"1,380,000",Floor,6,4,274 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Special land plot in Al Nakheel neighborhood,"10,875,000",Land,N/A,N/A,750 Sq. M.,"Al Nakhil, North Riyadh, Riyadh"
Apartment - Riyadh - Al Ramal neighborhood,"850,000",Apartment,5,5,179 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Floor in East Riyadh，Al Munsiyah 4 bedrooms 1650000 SAR - 87624630,"1,650,000",Floor,4,6,183 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Munsiyah 5 bedrooms 1650000 SAR - 87624619,"1,650,000",Floor,5,5,183 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Apartment for sale in Badr, South Riyadh","450,000",Apartment,3,3,173 Sq. M.,"Badr, South Riyadh, Riyadh"
Apartment for sale in Al Mahdiyah Al Zahabi neighborhood,"900,000",Apartment,2,3,101 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in Al Aarid, Riyadh","6,300,000",Villa,11,7,442 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Upper Townhouse for sale in Al Qadisiyah, East Riyadh","1,050,000",Apartment,3,5,172 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Apartment in North Riyadh，Al Narjis 3 bedrooms 1700000 SAR - 87617894,"1,700,000",Apartment,3,4,238 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Apartment for sale in Al Ramal Al Yahya neighborhood,"890,000",Apartment,4,4,170 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for sale in Alawali, west of Riyadh","640,000",Apartment,3,3,150 Sq. M.,"Alawali, West Riyadh, Riyadh"
"Floors for sale in Al Dar Al Baida, South Riyadh","550,000",Floor,3,3,145 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
ادوار للبيع بمخطط غصون,"950,000",Floor,4,4,218 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 3 bedrooms 800000 SAR - 87624621,"800,000",Floor,3,3,158 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Villa in East Riyadh，Al Rimal 5 bedrooms 2300000 SAR - 87624615,"2,300,000",Villa,5,7,225 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Floor in East Riyadh，Al Rimal 3 bedrooms 1250000 SAR - 87624612,"1,250,000",Floor,3,3,215 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
دور علوي للبيع حي الرمال ،الرياض,"1,200,000",Floor,4,3,247 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Modern Villa for Sale in Al Bayan Neighborhood, East Riyadh","1,700,000",Villa,6,6,276 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Floor for sale in Al Bayan district, east of Riyadh","850,000",Floor,4,3,196 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
Floor in East Riyadh，Al Munsiyah 3 bedrooms 1150000 SAR - 87624559,"1,150,000",Floor,3,3,144 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Munsiyah 3 bedrooms 1050000 SAR - 87624558,"1,050,000",Apartment,3,3,93 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 5 bedrooms 2000000 SAR - 87618005,"2,000,000",Villa,5,6,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 5 bedrooms 1950000 SAR - 87617932,"1,950,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 3 bedrooms 980000 SAR - 87624629,"980,000",Floor,3,3,166 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 3 bedrooms 820000 SAR - 87624628,"820,000",Floor,3,3,160 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Janadriyah 3 bedrooms 700000 SAR - 87624624,"700,000",Apartment,3,3,72 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 5 bedrooms 820000 SAR - 87624618,"820,000",Floor,5,3,160 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 4 bedrooms 980000 SAR - 87624617,"980,000",Floor,4,3,166 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Janadriyah 5 bedrooms 700000 SAR - 87624613,"700,000",Apartment,5,3,72 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Villa For Sale in Tuwaiq, Riyadh","1,600,000",Villa,5,4,250 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"Villa with internal staircase and apartment for sale in  Al Rimal, East Riyadh","2,100,000",Villa,6,5,264 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"3 Bedroom Apartment For Sale in Al Ramal, Riyadh","555,000",Apartment,3,2,"18,490 Sq. M.","Al Rimal, East Riyadh, Riyadh"
"3 Bedrooms Floor For Sale in Al-Raboah, Riyadh","999,000",Floor,3,3,"3,300 Sq. M.","Al Rabwah, Central Riyadh, Riyadh"
"10 Bedroom Villa For Sale in Namhar, Riyadh","1,130,000",Villa,10,1,392 Sq. M.,"Namar, West Riyadh, Riyadh"
"7 Bedroom Villa For Sale in Thulim, Riyadh","250,000",Villa,7,4,82 Sq. M.,"Thulaim, Central Riyadh, Riyadh"
"Floor for sale in Al Dar Al Baida, South Riyadh","550,000",Floor,3,3,145 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
"Riyadh, Al Aziziya neighborhood, near the metro","2,500,000",Villa,11,11,500 Sq. M.,"Al Aziziyah, South Riyadh, Riyadh"
دور ارضي للبيع حي الرمال،الرياض,"1,350,000",Floor,4,3,214 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Villa for sale in Al Nasim Al Gharbi, east of Riyadh","2,400,000",Villa,6,5,437 Sq. M.,"Al Nasim Al Gharbi, East Riyadh, Riyadh"
"Floor for Sale in Al Rabwah, Central Riyadh","1,249,000",Floor,3,3,"3,300 Sq. M.","Al Rabwah, Central Riyadh, Riyadh"
Villa in East Riyadh，Al Rimal 6 bedrooms 2100000 SAR - 87617903,"2,100,000",Villa,6,5,328 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Residential Building for Sale in Qurtuba Neighborhood, Riyadh","15,000,000",Building,N/A,N/A,900 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
"Riyadh, Al Malaz neighborhood, Al Farouq neighborhood, Hamad Bin Atiq Street","2,500,000",Villa,11,8,500 Sq. M.,"Al Faruq, Central Riyadh, Riyadh"
"Two villas for sale, new and luxurious in Al Ramal neighborhood, Deem Al Majidia plan.","2,100,000",Villa,6,4,328 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"A duplex in Al-Narjis neighborhood, north of King Salman Road.","3,270,000",Villa,4,2,263 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Villa for sale on Abu Hashim Bin Ammar Street, Al-Mahdiyah District, Riyadh","2,450,000",Villa,7,5,500 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Villa for sale in Al Mahdiyah district,"2,000,000",Villa,5,6,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"5 Bedroom Floor For Sale in Qurtubah, Riyadh","1,400,000",Floor,6,3,156 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
"6 Bedrooms Apartment For Sale in Dhahrat Laban, Riyadh","600,000",Apartment,6,1,132 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
"Apartment for Sale in Badr, South Riyadh","520,000",Apartment,3,4,900 Sq. M.,"Badr, South Riyadh, Riyadh"
Villa in East Riyadh，Al Rimal 6 bedrooms 2700000 SAR - 87624552,"2,700,000",Villa,6,5,525 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa in West Riyadh，Dhahrat Laban 6 bedrooms 3500000 SAR - 87624550,"3,500,000",Villa,6,5,375 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
Villa in North Riyadh，Al Malqa 4 bedrooms 5700000 SAR - 87624800,"5,700,000",Villa,4,4,300 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
Villa with an internal staircase in the Al-Ta'mir Al-Ramal neighborhood,"1,200,000",Apartment,5,4,268 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa in North Riyadh，Al Narjis 4 bedrooms 3450000 SAR - 87624744,"3,450,000",Villa,4,4,250 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Villa in East Riyadh，Qurtubah 4 bedrooms 3200000 SAR - 87624740,"3,200,000",Villa,4,5,625 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
"Building for sale on Sheikh Ishaq bin Abdul Rahman bin Hassan Street, Al Suwaidi Al Gharbi District, Riyadh City","14,000,000",Building,N/A,N/A,500 Sq. M.,"Al Suwaidi Al Gharabi, West Riyadh, Riyadh"
"Villa For Sale in Al Ramal, Riyadh","1,200,000",Villa,3,4,215 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Luxury apartments in the Laaboun neighborhood,"650,000",Apartment,3,3,171 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 5 bedrooms 2100000 SAR - 87618007,"2,100,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Beautiful new house,"4,700,000",Villa,4,4,405 Sq. M.,"Al Sahafah, North Riyadh, Riyadh"
Villa in East Riyadh，Al Rimal 5 bedrooms 1700000 SAR - 87618101,"1,700,000",Villa,5,5,225 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment - Riyadh - Al Qirawan neighborhood,"1,795,000",Apartment,3,3,"1,508 Sq. M.","Al Qirawan, North Riyadh, Riyadh"
"Upper floor for sale in Al Qadisiyah, East Riyadh","1,000,000",Floor,4,3,344 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Villa For Sale in Arqa, Riyadh","6,000,000",Villa,6,10,300 Sq. M.,"Irqah, West Riyadh, Riyadh"
"Floor For Sale in Al Nahdah, East Riyadh","1,350,000",Floor,6,4,442 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
Apartment - Riyadh - Al-Suwaidi neighborhood,"640,000",Apartment,4,3,147 Sq. M.,"Al Suwaidi, West Riyadh, Riyadh"
Apartment - Riyadh - Dhahrat Namar (Al-Hazm),"900,000",Apartment,6,4,214 Sq. M.,"Namar, West Riyadh, Riyadh"
Round - Riyadh - Al-Bayan (East),"900,000",Floor,6,4,182 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Badr,"620,000",Apartment,4,4,190 Sq. M.,"Badr, South Riyadh, Riyadh"
Villa - Riyadh - Al-Qadisiyah neighborhood,"3,700,000",Villa,11,8,576 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Villa for sale in  Al Rimal, East Riyadh","2,000,000",Villa,12,9,261 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Townhouse apartment - Riyadh - Al Ramal neighborhood,"1,190,000",Apartment,10,6,239 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Apartment - Riyadh - Al-Suwaidi,"630,000",Apartment,4,3,138 Sq. M.,"Al Suwaidi, West Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 5 bedrooms 2100000 SAR - 87617706,"2,100,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Apartment in East Riyadh，Al Janadriyah 3 bedrooms 700000 SAR - 87624626,"700,000",Apartment,3,3,72 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Apartment for sale in Al Mughrizat, North Riyadh","1,699,000",Apartment,3,2,96 Sq. M.,"Al Mughrizat, North Riyadh, Riyadh"
Villa in North Riyadh，Al Narjis 4 bedrooms 3450000 SAR - 87624745,"3,450,000",Villa,4,5,250 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Villa in North Riyadh，Al Narjis 4 bedrooms 4600000 SAR - 87624671,"4,600,000",Villa,4,5,300 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Duplex villa for sale in Shobra district in the south of Riyadh,"1,200,000",Villa,5,6,233 Sq. M.,"Shubra, West Riyadh, Riyadh"
"Luxury apartment for sale in Al Aarid neighborhood at a competitive price with a prime location, luxurious finishes, and modern designs","1,400,000",Apartment,2,3,113 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Villa for Sale in Dhahrat Al Badiah, West Riyadh","2,300,000",Villa,10,6,750 Sq. M.,"Dhahrat Al Badiah, West Riyadh, Riyadh"
"5 Bedroom Villa For Sale in Shubra, Riyadh","1,350,000",Villa,5,1,250 Sq. M.,"Shubra, West Riyadh, Riyadh"
Floor in East Riyadh，Qurtubah 3 bedrooms 1850000 SAR - 87617693,"1,850,000",Floor,3,4,161 Sq. M.,"Qurtubah, East Riyadh, Riyadh"
"3 Bedroom Apartment For Sale in Al Munsiyah, Riyadh","1,350,000",Apartment,4,3,149 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Villa in East Riyadh，Al Munsiyah 10 bedrooms 3700000 SAR - 87617569,"3,700,000",Villa,10,10,350 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Land for sale in Al Arid, North Riyadh","4,200,000",Residential Land,N/A,N/A,490 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Land for sale in Al Arid, North Riyadh","6,993,000",Residential Land,N/A,N/A,825 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Apartment For Sale in Al Saadah, Riyadh","880,000",Apartment,5,3,222 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
"Residential Land for Sale in Al Marwa, South Riyadh","3,150,000",Residential Land,N/A,N/A,"1,050 Sq. M.","Al Marwa, South Riyadh, Riyadh"
Land for sale in Dhahrat Laban,"3,605,315",Land,N/A,N/A,836 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
"Floors for Sale in Al Rimal, East Riyadh","800,000",Floor,3,3,159 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"6 Bedroom Villa For Sale in Ishbiliyah, Riyadh","3,500,000",Villa,6,5,418 Sq. M.,"Ishbiliyah, East Riyadh, Riyadh"
"Residential land for sale in Al Malqa, North Riyadh","12,000",Residential Land,N/A,N/A,825 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
